ns                  t [s]               T [K]               y_c10h160           y_n2                y_o2                y_ar                
0                   0                   297                 0                   0.78                0.21                0.01                
1                   1e-06               303.625             0.00169776          0.778676            0.209643            0.00998302          
2                   2e-06               304.627             0.00181456          0.778585            0.209619            0.00998185          
3                   3e-06               305.555             0.00192912          0.778495            0.209595            0.00998071          
4                   4e-06               306.42              0.00204163          0.778408            0.209571            0.00997958          
5                   5e-06               307.23              0.00215227          0.778321            0.209548            0.00997848          
6                   6e-06               307.992             0.00226125          0.778236            0.209525            0.00997739          
7                   7e-06               308.713             0.00236876          0.778152            0.209503            0.00997631          
8                   8e-06               309.397             0.00247497          0.77807             0.20948             0.00997525          
9                   9e-06               310.048             0.00258006          0.777988            0.209458            0.0099742           
10                  1e-05               310.671             0.00268418          0.777906            0.209436            0.00997316          
11                  1.1e-05             311.268             0.00278748          0.777826            0.209415            0.00997213          
12                  1.2e-05             311.841             0.00289006          0.777746            0.209393            0.0099711           
13                  1.3e-05             312.394             0.00299206          0.777666            0.209372            0.00997008          
14                  1.4e-05             312.928             0.00309357          0.777587            0.20935             0.00996906          
15                  1.5e-05             313.444             0.00319467          0.777508            0.209329            0.00996805          
16                  1.6e-05             313.945             0.00329545          0.77743             0.209308            0.00996705          
17                  1.7e-05             314.431             0.00339598          0.777351            0.209287            0.00996604          
18                  1.8e-05             314.903             0.00349631          0.777273            0.209266            0.00996504          
19                  1.9e-05             315.364             0.00359652          0.777195            0.209245            0.00996403          
20                  2e-05               315.812             0.00369663          0.777117            0.209224            0.00996303          
21                  2.1e-05             316.25              0.00379671          0.777039            0.209203            0.00996203          
22                  2.2e-05             316.678             0.00389678          0.776961            0.209182            0.00996103          
23                  2.3e-05             317.096             0.00399689          0.776882            0.209161            0.00996003          
24                  2.4e-05             317.506             0.00409706          0.776804            0.20914             0.00995903          
25                  2.5e-05             317.907             0.00419732          0.776726            0.209119            0.00995803          
26                  2.6e-05             318.301             0.00429769          0.776648            0.209097            0.00995702          
27                  2.7e-05             318.686             0.00439821          0.776569            0.209076            0.00995602          
28                  2.8e-05             319.065             0.00449889          0.776491            0.209055            0.00995501          
29                  2.9e-05             319.437             0.00459974          0.776412            0.209034            0.009954            
30                  3e-05               319.803             0.00470078          0.776333            0.209013            0.00995299          
31                  3.1e-05             320.163             0.00480204          0.776254            0.208992            0.00995198          
32                  3.2e-05             320.517             0.00490352          0.776175            0.20897             0.00995096          
33                  3.3e-05             320.865             0.00500523          0.776096            0.208949            0.00994995          
34                  3.4e-05             321.208             0.00510719          0.776016            0.208927            0.00994893          
35                  3.5e-05             321.546             0.0052094           0.775937            0.208906            0.00994791          
36                  3.6e-05             321.879             0.00531188          0.775857            0.208885            0.00994688          
37                  3.7e-05             322.208             0.00541463          0.775777            0.208863            0.00994585          
38                  3.8e-05             322.532             0.00551766          0.775696            0.208841            0.00994482          
39                  3.9e-05             322.851             0.00562098          0.775616            0.20882             0.00994379          
40                  4e-05               323.166             0.00572459          0.775535            0.208798            0.00994275          
41                  4.1e-05             323.478             0.00582851          0.775454            0.208776            0.00994171          
42                  4.2e-05             323.785             0.00593272          0.775372            0.208754            0.00994067          
43                  4.3e-05             324.089             0.00603725          0.775291            0.208732            0.00993963          
44                  4.4e-05             324.389             0.00614209          0.775209            0.20871             0.00993858          
45                  4.5e-05             324.686             0.00624724          0.775127            0.208688            0.00993753          
46                  4.6e-05             324.979             0.00635272          0.775045            0.208666            0.00993647          
47                  4.7e-05             325.269             0.00645852          0.774962            0.208644            0.00993541          
48                  4.8e-05             325.555             0.00656464          0.77488             0.208621            0.00993435          
49                  4.9e-05             325.839             0.0066711           0.774797            0.208599            0.00993329          
50                  5e-05               326.119             0.00677788          0.774713            0.208577            0.00993222          
51                  5.1e-05             326.397             0.006885            0.77463             0.208554            0.00993115          
52                  5.2e-05             326.672             0.00699246          0.774546            0.208532            0.00993008          
53                  5.3e-05             326.944             0.00710024          0.774462            0.208509            0.009929            
54                  5.4e-05             327.213             0.00720837          0.774377            0.208486            0.00992792          
55                  5.5e-05             327.48              0.00731683          0.774293            0.208463            0.00992683          
56                  5.6e-05             327.744             0.00742563          0.774208            0.208441            0.00992574          
57                  5.7e-05             328.005             0.00753477          0.774123            0.208418            0.00992465          
58                  5.8e-05             328.265             0.00764425          0.774037            0.208395            0.00992356          
59                  5.9e-05             328.522             0.00775408          0.773952            0.208372            0.00992246          
60                  6e-05               328.776             0.00786424          0.773866            0.208349            0.00992136          
61                  6.1e-05             329.028             0.00797475          0.77378             0.208325            0.00992025          
62                  6.2e-05             329.278             0.0080856           0.773693            0.208302            0.00991914          
63                  6.3e-05             329.526             0.00819679          0.773607            0.208279            0.00991803          
64                  6.4e-05             329.772             0.00830832          0.77352             0.208255            0.00991692          
65                  6.5e-05             330.016             0.00842019          0.773432            0.208232            0.0099158           
66                  6.6e-05             330.257             0.00853241          0.773345            0.208208            0.00991468          
67                  6.7e-05             330.497             0.00864496          0.773257            0.208185            0.00991355          
68                  6.8e-05             330.735             0.00875785          0.773169            0.208161            0.00991242          
69                  6.9e-05             330.971             0.00887108          0.773081            0.208137            0.00991129          
70                  7e-05               331.205             0.00898465          0.772992            0.208113            0.00991015          
71                  7.1e-05             331.437             0.00909856          0.772903            0.208089            0.00990901          
72                  7.2e-05             331.667             0.0092128           0.772814            0.208065            0.00990787          
73                  7.3e-05             331.896             0.00932738          0.772725            0.208041            0.00990673          
74                  7.4e-05             332.123             0.00944229          0.772635            0.208017            0.00990558          
75                  7.5e-05             332.348             0.00955754          0.772545            0.207993            0.00990442          
76                  7.6e-05             332.572             0.00967311          0.772455            0.207969            0.00990327          
77                  7.7e-05             332.794             0.00978902          0.772365            0.207944            0.00990211          
78                  7.8e-05             333.015             0.00990526          0.772274            0.20792             0.00990095          
79                  7.9e-05             333.233             0.0100218           0.772183            0.207895            0.00989978          
80                  8e-05               333.451             0.0101387           0.772092            0.207871            0.00989861          
81                  8.1e-05             333.667             0.0102559           0.772               0.207846            0.00989744          
82                  8.2e-05             333.881             0.0103735           0.771909            0.207822            0.00989627          
83                  8.3e-05             334.094             0.0104914           0.771817            0.207797            0.00989509          
84                  8.4e-05             334.305             0.0106095           0.771725            0.207772            0.0098939           
85                  8.5e-05             334.515             0.010728            0.771632            0.207747            0.00989272          
86                  8.6e-05             334.724             0.0108469           0.771539            0.207722            0.00989153          
87                  8.7e-05             334.931             0.010966            0.771447            0.207697            0.00989034          
88                  8.8e-05             335.137             0.0110855           0.771353            0.207672            0.00988915          
89                  8.9e-05             335.342             0.0112052           0.77126             0.207647            0.00988795          
90                  9e-05               335.545             0.0113253           0.771166            0.207622            0.00988675          
91                  9.1e-05             335.747             0.0114457           0.771072            0.207596            0.00988554          
92                  9.2e-05             335.948             0.0115664           0.770978            0.207571            0.00988434          
93                  9.3e-05             336.147             0.0116874           0.770884            0.207546            0.00988313          
94                  9.4e-05             336.346             0.0118087           0.770789            0.20752             0.00988191          
95                  9.5e-05             336.543             0.0119304           0.770694            0.207495            0.0098807           
96                  9.6e-05             336.739             0.0120523           0.770599            0.207469            0.00987948          
97                  9.7e-05             336.934             0.0121745           0.770504            0.207443            0.00987826          
98                  9.8e-05             337.127             0.012297            0.770408            0.207418            0.00987703          
99                  9.9e-05             337.32              0.0124198           0.770313            0.207392            0.0098758           
100                 0.0001              337.511             0.0125429           0.770217            0.207366            0.00987457          
101                 0.000101            337.701             0.0126663           0.77012             0.20734             0.00987334          
102                 0.000102            337.89              0.01279             0.770024            0.207314            0.0098721           
103                 0.000103            338.078             0.012914            0.769927            0.207288            0.00987086          
104                 0.000104            338.265             0.0130382           0.76983             0.207262            0.00986962          
105                 0.000105            338.451             0.0131628           0.769733            0.207236            0.00986837          
106                 0.000106            338.636             0.0132876           0.769636            0.20721             0.00986712          
107                 0.000107            338.82              0.0134127           0.769538            0.207183            0.00986587          
108                 0.000108            339.003             0.0135381           0.76944             0.207157            0.00986462          
109                 0.000109            339.185             0.0136637           0.769342            0.207131            0.00986336          
110                 0.00011             339.365             0.0137896           0.769244            0.207104            0.0098621           
111                 0.000111            339.545             0.0139158           0.769146            0.207078            0.00986084          
112                 0.000112            339.724             0.0140423           0.769047            0.207051            0.00985958          
113                 0.000113            339.902             0.014169            0.768948            0.207025            0.00985831          
114                 0.000114            340.079             0.014296            0.768849            0.206998            0.00985704          
115                 0.000115            340.255             0.0144233           0.76875             0.206971            0.00985577          
116                 0.000116            340.431             0.0145508           0.76865             0.206944            0.00985449          
117                 0.000117            340.605             0.0146786           0.768551            0.206917            0.00985321          
118                 0.000118            340.778             0.0148066           0.768451            0.206891            0.00985193          
119                 0.000119            340.951             0.0149349           0.768351            0.206864            0.00985065          
120                 0.00012             341.122             0.0150634           0.768251            0.206837            0.00984937          
121                 0.000121            341.293             0.0151922           0.76815             0.20681             0.00984808          
122                 0.000122            341.463             0.0153213           0.768049            0.206783            0.00984679          
123                 0.000123            341.632             0.0154505           0.767949            0.206755            0.00984549          
124                 0.000124            341.8               0.0155801           0.767848            0.206728            0.0098442           
125                 0.000125            341.968             0.0157098           0.767746            0.206701            0.0098429           
126                 0.000126            342.134             0.0158398           0.767645            0.206674            0.0098416           
127                 0.000127            342.3               0.0159701           0.767543            0.206646            0.0098403           
128                 0.000128            342.465             0.0161006           0.767442            0.206619            0.00983899          
129                 0.000129            342.629             0.0162313           0.76734             0.206591            0.00983769          
130                 0.00013             342.792             0.0163622           0.767237            0.206564            0.00983638          
131                 0.000131            342.955             0.0164934           0.767135            0.206536            0.00983507          
132                 0.000132            343.117             0.0166248           0.767033            0.206509            0.00983375          
133                 0.000133            343.278             0.0167564           0.76693             0.206481            0.00983244          
134                 0.000134            343.438             0.0168882           0.766827            0.206453            0.00983112          
135                 0.000135            343.597             0.0170203           0.766724            0.206426            0.0098298           
136                 0.000136            343.756             0.0171525           0.766621            0.206398            0.00982847          
137                 0.000137            343.914             0.017285            0.766518            0.20637             0.00982715          
138                 0.000138            344.072             0.0174177           0.766414            0.206342            0.00982582          
139                 0.000139            344.228             0.0175506           0.766311            0.206314            0.00982449          
140                 0.00014             344.384             0.0176837           0.766207            0.206286            0.00982316          
141                 0.000141            344.539             0.0178171           0.766103            0.206258            0.00982183          
142                 0.000142            344.694             0.0179506           0.765999            0.20623             0.00982049          
143                 0.000143            344.847             0.0180843           0.765894            0.206202            0.00981916          
144                 0.000144            345                 0.0182182           0.76579             0.206174            0.00981782          
145                 0.000145            345.153             0.0183523           0.765685            0.206146            0.00981648          
146                 0.000146            345.305             0.0184866           0.76558             0.206118            0.00981513          
147                 0.000147            345.456             0.0186211           0.765476            0.20609             0.00981379          
148                 0.000148            345.606             0.0187558           0.76537             0.206061            0.00981244          
149                 0.000149            345.756             0.0188907           0.765265            0.206033            0.00981109          
150                 0.00015             345.905             0.0190258           0.76516             0.206005            0.00980974          
151                 0.000151            346.053             0.019161            0.765054            0.205976            0.00980839          
152                 0.000152            346.201             0.0192965           0.764949            0.205948            0.00980704          
153                 0.000153            346.348             0.0194321           0.764843            0.205919            0.00980568          
154                 0.000154            346.495             0.0195679           0.764737            0.205891            0.00980432          
155                 0.000155            346.641             0.0197038           0.764631            0.205862            0.00980296          
156                 0.000156            346.786             0.0198399           0.764525            0.205834            0.0098016           
157                 0.000157            346.93              0.0199762           0.764419            0.205805            0.00980024          
158                 0.000158            347.075             0.0201127           0.764312            0.205776            0.00979887          
159                 0.000159            347.218             0.0202493           0.764206            0.205748            0.00979751          
160                 0.00016             347.361             0.0203861           0.764099            0.205719            0.00979614          
161                 0.000161            347.503             0.0205231           0.763992            0.20569             0.00979477          
162                 0.000162            347.645             0.0206602           0.763885            0.205661            0.0097934           
163                 0.000163            347.786             0.0207974           0.763778            0.205633            0.00979203          
164                 0.000164            347.926             0.0209349           0.763671            0.205604            0.00979065          
165                 0.000165            348.066             0.0210724           0.763563            0.205575            0.00978928          
166                 0.000166            348.205             0.0212102           0.763456            0.205546            0.0097879           
167                 0.000167            348.344             0.021348            0.763349            0.205517            0.00978652          
168                 0.000168            348.482             0.021486            0.763241            0.205488            0.00978514          
169                 0.000169            348.62              0.0216242           0.763133            0.205459            0.00978376          
170                 0.00017             348.757             0.0217625           0.763025            0.20543             0.00978237          
171                 0.000171            348.894             0.0219009           0.762917            0.205401            0.00978099          
172                 0.000172            349.03              0.0220395           0.762809            0.205372            0.0097796           
173                 0.000173            349.165             0.0221782           0.762701            0.205343            0.00977822          
174                 0.000174            349.3               0.0223171           0.762593            0.205313            0.00977683          
175                 0.000175            349.434             0.022456            0.762484            0.205284            0.00977544          
176                 0.000176            349.568             0.0225951           0.762376            0.205255            0.00977405          
177                 0.000177            349.701             0.0227344           0.762267            0.205226            0.00977266          
178                 0.000178            349.834             0.0228737           0.762159            0.205197            0.00977126          
179                 0.000179            349.966             0.0230132           0.76205             0.205167            0.00976987          
180                 0.00018             350.098             0.0231528           0.761941            0.205138            0.00976847          
181                 0.000181            350.229             0.0232925           0.761832            0.205109            0.00976708          
182                 0.000182            350.36              0.0234323           0.761723            0.205079            0.00976568          
183                 0.000183            350.49              0.0235722           0.761614            0.20505             0.00976428          
184                 0.000184            350.62              0.0237123           0.761504            0.20502             0.00976288          
185                 0.000185            350.749             0.0238524           0.761395            0.204991            0.00976148          
186                 0.000186            350.878             0.0239927           0.761286            0.204962            0.00976007          
187                 0.000187            351.006             0.024133            0.761176            0.204932            0.00975867          
188                 0.000188            351.134             0.0242735           0.761067            0.204903            0.00975726          
189                 0.000189            351.261             0.0244141           0.760957            0.204873            0.00975586          
190                 0.00019             351.388             0.0245547           0.760847            0.204844            0.00975445          
191                 0.000191            351.514             0.0246955           0.760738            0.204814            0.00975305          
192                 0.000192            351.64              0.0248364           0.760628            0.204784            0.00975164          
